asn_name,country,asn_num,count
"TRUSTINFO TrustInfo, Moscow, Russia",RU,48757,1
UNIVERSUMNET-AS,RU,48822,1
ZITCOM,DK,48854,1
"HOSTMAZE HOSTMAZE",RO,48874,1
LINK-AS,RU,48940,1
UZINFOCOM,UZ,48979,1
CONTINENTAL_GROUP-AS,RU,49345,1
AS_G-ENTERPRISES,RU,49392,1
GLOBALLAYER,NL,49453,1
"EUROTA-ASN EUROTA INTERNET SERVICES LTD",TR,49467,1
"DTS-AS DTS",IT,49605,1
SKYTEL-AS,GE,49628,1
FHCAMPUS-AS,AT,49660,1
ICN-,BG,49699,1
GIGACLOUD-AS,UA,49720,1
SP-LINE-AS,RU,49722,1
DEIMOS-AS,BG,49773,1
"SYMBOLICS - Symbolics, Inc.",US,5,1
ARHAT-AS,UA,50204,1
FIBERTECH,PL,50481,1
KAZAKHTELECOM-AS,KZ,50482,1
SARATOV-AS,RU,50543,1
DINAS-AS,UA,50649,1
TELKAB-AS,PL,50661,1
GOROD-AS,RU,50671,1
"MOBINNET-AS Gcore CDN AS is AS199524",IR,50810,1
ITL-,LV,50979,1
KTI-AS,RS,51052,1
ORBITA-TV-NET,UA,51216,1
HEXATOM,FR,51269,1
WIRELESSLOGIC-UK,GB,51320,1
ASIRONNET,CZ,51428,1
TRADE-EXPRESS-AS,UA,51511,1
AS-ICUK,GB,51561,1
IRKUTSK-AS,RU,51645,1
ASBAXET,RU,51659,1
PLI-AS,CH,51852,1
HRINGDU-AS,IS,51896,1
AS51952,RU,51952,1
"DANCER-AS DANCER ISP AS",RU,52015,1
TAIGET-AS,RU,52043,1
MAKONIX,LV,52173,1
TULA-AS,RU,52207,1
"Telefonía Pública y Privada S.A.",AR,52232,1
"INTERNEXA Chile S.A.",CL,52280,1
"Santa Barbara Utilities",CW,52344,1
"ECOM CHACO S.A.",AR,52373,1
"D. A. SERVIÇOS DE TELECOMUNICAÇÕES LTDA ME",BR,52536,1
"H & F SOLUCOES TECNOLOGICAS LTDA - EPP",BR,52540,1
"W B JUNIOR TELECOMUNICAÇÕES EIRELI",BR,52597,1
"Conectel Telecomunicações e Informática Ltda ME",BR,52693,1
"OPENTEL Comércio e Serviços Ltda",BR,52698,1
"DANIELLI TELECOMUNICACOES LTDA",BR,52706,1
"Primanet Informatica LTDA",BR,52746,1
"SKYNET TELECOMUNICACOES LTDA",BR,52783,1
"SILVA NET PROVEDOR DE INTERNET LTDA",BR,52789,1
"Redenilf Serviços de Telecomunicações Ltda",BR,52862,1
"VOXX TELECOM LTDA - ME",BR,52906,1
"Turbo SP Internet Provider",BR,52930,1
"NEMESIS Provedor de Acesso as Redes de Comunicação",BR,52940,1
"JATIMNET TELECOM",BR,52963,1
"Henet Telecomunicacoes Ltda",BR,52974,1
"Conecta Tecnologia LTDA",BR,52981,1
"Bacth Servicos de Informatica Ltda",BR,53009,1
"Seabra Informatica Ltda",BR,53029,1
"G G NET - Telecomunicações LTDA EPP",BR,53062,1
"Vetorialnet Inf e Serv de Internet EIRELI - EPP",BR,53066,1
"SystemsFox prestação de serviços LTDA",BR,53110,1
"super midia tv a cabo ltda",BR,53122,1
"Totvs S.A.",BR,53124,1
"Nettel Telecomunicações Ltda.",BR,53135,1
"PROVEDOR REDESUL LTDA",BR,53145,1
"THS Provider Serviços de Comunicação Multimídia LT",BR,53152,1
"Joaçaba Telecomunicações Ltda ME",BR,53155,1
"Infortel Telecomunicacoes e Servicos EIRELI - ME",BR,53180,1
"IOFLOOD - Input Output Flood LLC",US,53755,1
Vodafone,GB,5378,1
RUSSMEDIA-IT,AT,5385,1
IIP-NET-AS5429,RU,5429,1
ATI-TN,TN,5438,1
"RCC-GRANITE-1 - Rogers Communications Canada Inc.",CA,54412,1
"INCERO - Incero LLC",US,54540,1
"ITSYOURIT - Intelligent Technology Solutions, Inc.",US,54611,1
"EIRCOM Internet House",IE,5466,1
"PACKET - Packet Host, Inc.",US,54825,1
"GCN-DCN-AS AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK",AF,55330,1
"CONNECTEL-PK 141-143 Maulana Shaukat Ali Road",PK,55501,1
"KDT-AS-KR Korea Data Telecommunication Co., Ltd.",KR,55592,1
"ASIAWEB-SERVICE-HK Asia Web Service Ltd",HK,55639,1
"SKYLINE-AS-ID Skyline Semesta, PT",ID,55653,1
"GMEDIA-AS-ID PT Media Sarana Data",ID,55666,1
"BEON-AS-ID PT. Beon Intermedia",ID,55688,1
"APNIC-FIBERLINK-PK Fiberlink Pvt.Ltd",PK,55714,1
"GTS-SK-AS Bratislava, Slovak Republic",SK,5578,1
HIBERNIA,NL,5580,1
"MEGATEL-AS-AP Megatel",NZ,55853,1
"OOREDOO-MV Ooredoo Maldives Plc",MV,55944,1
"QIHOO Beijing Qihu Technology Company Limited",CN,55992,1
"ZSN Shanghai Chenyi Network Technology Co.,Ltd",CN,56001,1
"VOYAGERNET-AS-AP Voyager Internet Ltd.",NZ,56030,1
"MLS-NC Micro Logic Systems",NC,56055,1
"AVCHI-CLICK-AS-AP MyCATV Broadband",PH,56099,1
"EVERDATA-DATACENTERS Everdata Technologies Pvt Ltd",IN,56110,1
"LUUTRUSO-AS-VN Digital Storage Company Limited",VN,56153,1
"ONI Internet Service Provider",PT,5626,1
LOGITUS,PL,56324,1
ASDEVYATKA,RU,56326,1
STARINET,UA,56386,1
TELEWEST-INET-AS,RU,56592,1
ASRTYNENET,CZ,56624,1
ASPETROVKA,UA,56649,1
SBU-AS,IR,56765,1
REDSTAR-AS,RU,56886,1
EDIS-AS-EU,AT,57169,1
PROS,LB,57256,1
ASGIGAS,ES,57286,1
TELEHOUSE-AS,BG,57344,1
"ECO-ATMAN-PL ECO-ATMAN-",PL,57367,1
WINGO,CH,57370,1
ADMAN-AS,RU,57494,1
DDOS-GUARD,RU,57724,1
ASBITNET,UA,57960,1
LYNET-INTERNETT-AS,NO,57963,1
"INFINYS-AS-ID PT Infinys System Indonesia",ID,58397,1
"TRISAKTI-AS-ID Trisakti University",ID,58479,1
"DYNALABS-AS-ID PT. PRATESIS",ID,58484,1
"IDNIC-MTN-AS-ID PT. Mediatama Telematika Nusantara",ID,58551,1
"ICCNET-DHK-BD ICC Communication",BD,58689,1
"TELINTLSA-AS Telekomunikasi Indonesia International (T.L.) S.A.",TL,58731,1
"EBONE1-PK Ebone Network (PVT.) Limited",PK,58895,1
"INTERCLOUDLTD-AS-AP InterCloud ltd",BD,58923,1
"FRONTIIRCOLTD-MM Frontiir Co. Ltd",MM,58952,1
"SHINECOM-AS Shine Communications Pvt Ltd",IN,58971,1
"IDNIC-DRUPADI-AS-ID PT. Drupadi Prima",ID,59147,1
"MINS-AS MINS Technologies Private Limited",IN,59179,1
"VICEGROUP-AF Vice Group",AF,59381,1
ERTH-KURSK-AS,RU,59713,1
"BDTV http://www.bdtv.se",SE,59913,1
OMEGATRANS,BG,60182,1
ENGINET-AS,AZ,60258,1
"PROGETTOFIBRA-AS PROGETTOFIBRA - XMATICA",IT,60475,1
"GRANSY Gransy s.r.o. http://gransy.com",CZ,60592,1
ZVONKOVA-AS,TR,61084,1
HOST4BIZ-AS,PL,61251,1
IST-AS,LT,61272,1
SYSOPS-FINLAND,FI,61395,1
NETRACK-AS,RU,61400,1
AS61591,BR,61591,1
"G+ NETWORK TELECOM EIRELI - ME",BR,61773,1
"CODESPRING-AS Str. Frunzisului, Nr 29 Et. 1, Ap. 1",RU,61976,1
ASKASSIR,LB,62100,1
NORDICOM,SE,62183,1
VOOSERVERS,GB,62217,1
"RACKRAY UAB Rakrejus",LT,62282,1
ATMOSPHERICA-AS,RU,62314,1
EONIX-COMMUNICATIONS-ASBLOCK-62904,US,62904,1
"TELEFONICA VENEZOLANA, C.A.",VE,6306,1
"Telefonos del Noroeste, S.A. de C.V.",MX,6332,1
"HOSTHATCH - HostHatch, Inc",US,63473,1
"PINGANCOM Shenzhen Ping An Communication Technology Co.,Ltd",CN,63673,1
"BELLSOUTH-NET-BLK - AT&T Corp.",US,6389,1
"RISE-HK RISE",HK,63927,1
"EASYSTREET-ONLINE - EasyStreet Online Services, Inc.",US,6423,1
"ENDOFFICE - Charles River Operation",US,64249,1
"JSN-AS-ID PT JARINGANKU SARANA NUSANTARA",ID,64300,1
"ZAYO-6461 - Zayo Bandwidth Inc",US,6461,1
"EPT-LU Entreprise des P. et T. Luxembourg",LU,6661,1
"APEXNCC-AS Gagarina avenue, building 7, room 61",RU,6702,1
SDTNET,DE,6735,1
"COMLINK-AS St.Petersburg, Russia",RU,6858,1
DIALTELECOM,RO,6910,1
"Universo Online S.A.",BR,7162,1
ZAMNET-AS,ZM,7420,1
"Pegaso PCS, S.A. de C.V.",MX,7438,1
"SERVERS - Servers.com, Inc.",US,7979,1
TOTCOM-AS,RU,8249,1
SEWAN-,FR,8399,1
NIR-AS,RU,8410,1
"MAGINFO-AS Magnitogorsk, Russia",RU,8427,1
"AIST Togliatti, Russia",RU,8439,1
"CNT-AS Moscow, Russia",RU,8615,1
"PTK PTK IP/MPLS Network",RS,8661,1
ASPAN-AS,KZ,8720,1
"REDCOM-AS Redcom, Khabarovsk, Russia",RU,8749,1
ETYPE,RU,8774,1
EDPNET,BE,9031,1
COOOLBOX,BG,9070,1
"GOLDENLINES-ASN 012 Smile Communications Main Autonomous System",IL,9116,1
"BIHNET BIHNET Autonomus System",BA,9146,1
"QNET Kuwait",KW,9155,1
"KINXIDC-AS-KR KINX",KR,9286,1
"DACOM-PUBNETPLUS-AS-KR DACOM-PUBNETPLUS",KR,9316,1
"HCNCHUNGJU-AS-KR HCN CHUNGBUK CABLE TV SYSTEMS",KR,9319,1
"CABLENET Jupiter Telecommunications Co., Ltd.",JP,9378,1
"DREAMX-AS DREAMLINE CO.",KR,9457,1
"GENESIS-AP Diyixian.com Limited",HK,9584,1
"CPI-NET KDDI Web Communications Inc.",JP,9597,1
"CHEONANVITSSEN-AS-KR Tbroad Chungbu Broadcasting Co.",KR,9756,1
"GCS-AS-KR GREEN CABLE TELEVISION STATION",KR,9781,1
"NEOCOMISP-KH-AP NEOCOMISP LIMITED, IPTX Transit and Network Service Provider in Cambodia.",KH,9902,1
